Vendor ID,Company Name,Vendor Type,GST Number,Contact Person,Email,Phone Number,Address,Bank Account,Payment Terms,Contract Start Date,Annual Contract Value,Service Rating,Last Transaction Date,Primary Location
VEN119957,Banerjee PLC,Service Provider,32LI668412,Ekantika Sem,contact@banerjeeplc.com,9996218820,"H.No. 864, Batta, Uluberia 291933",610292361909,Net 60,14-08-2024,INR 23986228,1,28-03-2024,Tadepalligudem
VEN098432,Kar-Savant,Contractor,80CD068371,Rehaan Kaur,contact@kar-savant.com,9637638046,"98/062, Sekhon Path, Firozabad 818879",227164433046,Net 45,01-08-2023,INR 4995528,4,11-12-2024,Akola
VEN289968,Joshi Group,Contractor,36SY015778,Ekantika Arora,contact@joshigroup.com,9913509470,"70/542, Dave Street, Buxar 229736",619382791738,Net 45,14-09-2024,INR 12844190,3,06-02-2025,Etawah
VEN597075,Dash LLC,Contractor,46HW874400,Andrew Oak,contact@dashllc.com,9248603197,"64, Swaminathan Zila, Shahjahanpur 573749",796173230564,Net 45,21-03-2023,INR 49839755,5,20-11-2024,Bhilai
VEN065739,Bahl-Radhakrishnan,Supplier,83XF547708,Janaki Chanda,contact@bahl-radhakrishnan.com,9069165665,"10/199, Ravel Street, Malda-706841",838880848149,Net 60,24-11-2023,INR 30673347,3,15-07-2024,Karawal Nagar
VEN413397,Hans-Devan,Consultant,18EQ764081,Agastya Bala,contact@hans-devan.com,9336884782,"612, Chacko Street, Thanjavur-737889",233110586095,Advance,19-09-2024,INR 27474519,5,18-05-2024,Jamnagar
VEN678752,Warrior PLC,Supplier,69QW120114,Dhriti Choudhary,contact@warriorplc.com,9784876911,"H.No. 04, Jha Ganj, Guntur 587242",990188994117,Net 45,10-11-2023,INR 44294859,5,01-06-2024,Durg
VEN414233,"Tella, Venkataraman and Sengupta",Consultant,06KL695287,Avi Narain,"contact@tella,venkataramanandsengupta.com",9879909802,"194, Chakrabarti Ganj, Siwan-742891",665152116139,Net 60,23-01-2025,INR 43567140,3,24-12-2024,Kharagpur
VEN949142,Swamy-Ganguly,Contractor,23RA378943,Qadim Varty,contact@swamy-ganguly.com,9234417595,"53/921, Ramaswamy Path, Udaipur 102663",667051103485,Advance,28-03-2024,INR 21126434,2,23-08-2024,Bharatpur
VEN190518,"Sant, Borde and Deep",Supplier,16WG517760,Sai Goyal,"contact@sant,bordeanddeep.com",9468476108,"065, Jaggi Chowk, Patna 864907",263159112824,Net 60,26-02-2023,INR 18593417,1,28-04-2024,Faridabad
VEN034688,Menon-Bhatnagar,Service Provider,85MN245084,Netra Bajwa,contact@menon-bhatnagar.com,9549744052,"021, Pant Street, Gandhidham-148724",146145847542,Net 30,11-10-2023,INR 10999537,1,18-01-2025,Tirupati
VEN335823,Shukla-Bala,Contractor,30IG983501,Chavvi Tiwari,contact@shukla-bala.com,9207651614,"H.No. 42, Agarwal Circle, Ranchi 585920",326777779894,Net 45,21-06-2023,INR 11417716,4,24-06-2024,Srinagar
VEN203850,"Dyal, Lall and Magar",Supplier,58DI462145,Neelima Shenoy,"contact@dyal,lallandmagar.com",9612710661,"H.No. 06, Gandhi Street, Jehanabad-735077",208469827641,Net 30,10-05-2023,INR 8554884,5,21-02-2024,Nagaon
VEN393258,"Agrawal, Kamdar and Dutta",Consultant,76QG358748,Patrick Anand,"contact@agrawal,kamdaranddutta.com",9516229954,"98, Chander Circle, Tirunelveli-201095",496429794696,Net 60,07-11-2024,INR 31818113,3,28-09-2024,Tadepalligudem
VEN905574,Rajagopalan-Pandit,Contractor,77EO270051,Warinder Gour,contact@rajagopalan-pandit.com,9196129544,"H.No. 323, Chanda Path, Meerut 778064",569821153439,Net 45,23-08-2023,INR 36573399,1,25-05-2024,Karnal
VEN291321,Cheema and Sons,Service Provider,83MZ908860,Nimrat Cheema,contact@cheemaandsons.com,9308212079,"51/125, Soman Nagar, Aizawl-107222",008797039160,Net 45,02-04-2024,INR 40364185,4,04-02-2025,Yamunanagar
VEN088770,Kalla-Ram,Supplier,68DB624527,Ati Apte,contact@kalla-ram.com,9356592261,"H.No. 630, Misra Road, Patna 893146",442542982433,Net 45,16-06-2023,INR 40364947,2,19-04-2024,Begusarai
VEN825091,"Khatri, Balasubramanian and Rama",Supplier,97OO332094,Kritika Ben,"contact@khatri,balasubramanianandrama.com",9363307363,"H.No. 467, Lalla Road, Kolhapur 638657",464869979140,Net 30,16-02-2025,INR 15417081,5,17-06-2024,Shimla
VEN752032,Brahmbhatt Inc,Consultant,62VY362425,Osha Ram,contact@brahmbhattinc.com,9054820237,"96, Parsa Road, Davanagere-683120",027175247353,Net 60,22-03-2024,INR 42823839,3,30-06-2024,Firozabad
VEN471996,"Dhawan, Shukla and Goel",Contractor,69MN219021,Abhimanyu Murthy,"contact@dhawan,shuklaandgoel.com",9101629030,"H.No. 071, Raghavan Path, Kanpur-796120",580455047718,Net 30,06-12-2023,INR 20299418,5,28-03-2024,Aizawl
VEN878694,Butala-Pau,Consultant,42DP731413,Omya Pai,contact@butala-pau.com,9561777667,"H.No. 42, Ramesh Zila, Ambala-193908",464391244652,Net 60,29-11-2024,INR 46108850,1,30-09-2024,Siliguri
VEN443037,Loyal-Brar,Contractor,03CZ497054,Wahab Joshi,contact@loyal-brar.com,9152120744,"H.No. 08, Nayar Marg, Bharatpur-831121",845915657191,Net 45,20-05-2023,INR 44865142,2,04-12-2024,Silchar
VEN220301,Shanker Inc,Supplier,61HM271084,Dominic Rao,contact@shankerinc.com,9607453354,"55/667, Guha Nagar, Davanagere-218798",838947706819,Net 30,04-07-2024,INR 14989206,1,10-09-2024,Kirari Suleman Nagar
VEN591408,Dewan-Korpal,Consultant,46NE425898,Yashawini Sehgal,contact@dewan-korpal.com,9049716751,"03/284, Raghavan Nagar, Amravati 609876",140271422649,Net 60,05-02-2024,INR 41125893,1,12-02-2025,Purnia
VEN713729,"Virk, Sibal and Mutti",Supplier,12KD416162,Hemang De,"contact@virk,sibalandmutti.com",9951367134,"06, Wali Street, Guna 162132",175587557791,Net 45,16-03-2023,INR 40909895,3,14-09-2024,Raebareli
VEN797739,Bobal Inc,Service Provider,78JP584208,Anirudh Mangal,contact@bobalinc.com,9313553372,"H.No. 626, Comar Marg, Bijapur-776798",711690945906,Net 30,22-12-2023,INR 33654677,2,02-09-2024,Tiruvottiyur
VEN535076,"Wali, Sem and Sant",Consultant,40HZ303897,Isha Kota,"contact@wali,semandsant.com",9388513597,"99/16, Shukla, Kolkata-263610",114383419199,Net 45,15-12-2023,INR 21038264,3,10-06-2024,Shivpuri
VEN439371,Raja Inc,Supplier,79ZK548860,Yashoda Garg,contact@rajainc.com,9154435390,"12, Guha Marg, Nanded 860681",846787025624,Net 30,01-08-2024,INR 43594656,4,24-09-2024,Silchar
VEN918832,Murty Group,Service Provider,79NW443067,Dev Luthra,contact@murtygroup.com,9237697433,"222, Brahmbhatt Circle, Nadiad-623010",119754932950,Net 60,14-06-2023,INR 40015283,5,09-07-2024,Vadodara
VEN423076,"Ranganathan, Mandal and Krish",Contractor,58HJ803845,William Pillai,"contact@ranganathan,mandalandkrish.com",9109068863,"H.No. 72, Sagar, Silchar 903065",072363285380,Net 60,18-07-2023,INR 23587983,3,10-10-2024,Proddatur
VEN113527,Gaba and Sons,Supplier,05VX443880,Darsh Badal,contact@gabaandsons.com,9831977950,"12/479, Magar, Jaipur 055257",828913447685,Advance,24-02-2023,INR 49033619,1,25-04-2024,Dewas
VEN853783,"Dhaliwal, Dhawan and Kata",Consultant,32FJ074379,Devansh Garde,"contact@dhaliwal,dhawanandkata.com",9893386595,"77/137, Narula Road, Ludhiana-593484",903297017118,Net 60,07-11-2023,INR 5124046,1,20-02-2025,Hapur
VEN337002,Korpal-Pai,Service Provider,13OK289296,Guneet Sidhu,contact@korpal-pai.com,9725793258,"02, Balay Ganj, Bongaigaon-509942",438314673884,Net 60,04-09-2024,INR 10995016,2,03-09-2024,Orai
VEN225416,Mangat-Narula,Supplier,41IB205757,Gopal Tata,contact@mangat-narula.com,9360301221,"H.No. 649, Ramesh Path, Jamnagar-260476",136796173895,Advance,17-11-2024,INR 16904032,5,13-01-2025,Panchkula
VEN595494,Sharaf-Mahal,Supplier,77DU183190,Kalpit Soni,contact@sharaf-mahal.com,9762671906,"29/329, Shere Marg, Singrauli 876001",770099147590,Net 30,11-05-2023,INR 28630888,1,15-02-2025,Ahmedabad
VEN027940,Keer LLC,Supplier,81SG168169,Frado Guha,contact@keerllc.com,9748892176,"01/32, Bhavsar Ganj, Udaipur-630876",706405276530,Advance,11-06-2024,INR 36521702,4,05-11-2024,Parbhani
VEN294120,"Loyal, Ratti and Bhalla",Contractor,85JP778734,Rajata Wable,"contact@loyal,rattiandbhalla.com",9588032266,"330, Bedi Road, Solapur 973659",511096267741,Net 60,12-10-2023,INR 294808,1,08-10-2024,Pallavaram
VEN311628,Sachdeva Inc,Contractor,66NW702361,Charita Balan,contact@sachdevainc.com,9291916647,"H.No. 175, Lanka Circle, Allahabad 538272",721896535577,Net 30,05-08-2024,INR 40394436,3,30-11-2024,Panipat
VEN818598,D’Alia-Hari,Service Provider,94MI082061,Zansi Solanki,contact@d’alia-hari.com,9784856946,"173, Chaudhry Zila, Farrukhabad 308001",941321586712,Advance,31-03-2024,INR 5649606,5,12-10-2024,Raurkela Industrial Township
VEN430479,"Soni, Bava and Brahmbhatt",Contractor,37GC374014,Aditya Sahni,"contact@soni,bavaandbrahmbhatt.com",9036216596,"72, Tandon Chowk, Sagar-581297",631250137880,Advance,24-05-2023,INR 23222608,4,05-01-2025,Pallavaram
VEN622140,"Goswami, Ramaswamy and Oak",Consultant,66GQ733676,Ayaan Padmanabhan,"contact@goswami,ramaswamyandoak.com",9633776201,"H.No. 795, Oommen, Amaravati 732015",383561500806,Net 60,21-02-2024,INR 24519477,1,17-10-2024,Tirunelveli
VEN400050,Patel-Dube,Supplier,71LY814659,Samar Chacko,contact@patel-dube.com,9603956602,"H.No. 948, Gole Chowk, Raipur-003717",789339646981,Advance,25-02-2023,INR 10798502,3,08-08-2024,Thane
VEN741541,Iyengar-Nagy,Consultant,28YY679134,Arjun Randhawa,contact@iyengar-nagy.com,9736343158,"H.No. 244, Chaudhry Chowk, Bilaspur-006559",505277880659,Net 45,08-10-2024,INR 2273331,4,27-05-2024,Anand
VEN560952,Khurana-Ravel,Supplier,19AP792761,Amol Shere,contact@khurana-ravel.com,9698542799,"63/17, Banik, Bhagalpur 919945",936283979669,Net 45,14-04-2023,INR 48108488,4,29-07-2024,Tiruppur
VEN754502,Sahota LLC,Consultant,14SU735437,Hardik Misra,contact@sahotallc.com,9557072517,"67, Cheema Circle, Gaya 460941",089335066730,Net 60,26-05-2023,INR 37622945,4,20-10-2024,Dhanbad
VEN742140,Bhardwaj Ltd,Supplier,42QJ661887,Manya Khosla,contact@bhardwajltd.com,9697399483,"017, Sodhi Path, Hapur-066480",318571821533,Net 30,26-11-2023,INR 16929366,5,02-01-2025,Kanpur
VEN266227,Badami-Kalla,Service Provider,48EJ723857,Yash Wagle,contact@badami-kalla.com,9382735594,"28, Gokhale Street, Jalna-463050",133090586151,Net 60,18-06-2024,INR 17022268,1,30-10-2024,Mira-Bhayandar
VEN589406,Iyengar-Pathak,Consultant,55TL884878,Samar Vala,contact@iyengar-pathak.com,9297947275,"79, Sha Ganj, Cuttack 480017",777797733945,Net 30,03-02-2025,INR 41489154,1,01-12-2024,Jalgaon
VEN200426,Mitter-Thakkar,Service Provider,08XH111887,Chakradev Om,contact@mitter-thakkar.com,9402736663,"83/246, Rao Chowk, Patiala-215154",390529743663,Advance,18-09-2024,INR 47094711,1,13-07-2024,Morbi
VEN751679,"Sekhon, Wagle and Sahota",Supplier,90YA498060,Vinaya Kala,"contact@sekhon,wagleandsahota.com",9298561817,"47/43, Deo Nagar, Kochi 159696",622938448430,Net 30,16-08-2023,INR 7225563,3,17-02-2025,Bharatpur
VEN376844,Zacharia-Chahal,Consultant,29OW572572,Gaurika Rau,contact@zacharia-chahal.com,9453742083,"99/05, Bath Chowk, Kolhapur 584891",800131588525,Net 45,08-05-2024,INR 35304836,3,31-12-2024,Purnia
VEN260379,Kothari Ltd,Consultant,64VK957143,Kamala Barman,contact@kothariltd.com,9950347891,"23/984, Ahuja Ganj, Nellore 951664",879763057061,Net 45,20-05-2024,INR 41912041,4,30-03-2024,Chandigarh
VEN333178,Balan-Tandon,Contractor,30VP370371,Ekiya Sandal,contact@balan-tandon.com,9417526542,"H.No. 016, Vasa Ganj, Kadapa-725151",628682252268,Net 30,01-02-2025,INR 5647284,4,04-09-2024,Ranchi
VEN596510,Mammen Inc,Service Provider,68HQ282152,Lekha Savant,contact@mammeninc.com,9938545091,"198, Basak Marg, Thiruvananthapuram-983254",067395867516,Net 30,25-08-2023,INR 27608511,5,26-05-2024,Bikaner
VEN019691,"Kaur, Sood and Atwal",Consultant,16UY287673,Gagan Pillai,"contact@kaur,soodandatwal.com",9575186523,"82, Goswami Path, Rampur-586978",832983483099,Advance,31-10-2023,INR 39911237,5,24-09-2024,Eluru
VEN818819,Sami and Sons,Consultant,02KG422713,Raghav Bora,contact@samiandsons.com,9943655622,"51/060, Luthra Zila, Aurangabad-009221",724763112224,Net 30,23-11-2023,INR 1125138,2,15-04-2024,Saharsa
VEN499502,Chauhan and Sons,Supplier,20DF445766,Aadhya Sankar,contact@chauhanandsons.com,9022030713,"H.No. 975, Vig Chowk, Lucknow-603807",481011076740,Advance,02-01-2024,INR 33636300,4,26-10-2024,Chandrapur
VEN318559,Merchant Inc,Service Provider,94XI518807,Ekanta Sarkar,contact@merchantinc.com,9782470112,"98/369, Chauhan Zila, Dibrugarh 675601",569046909804,Net 60,17-10-2024,INR 16667664,3,14-01-2025,Jamnagar
VEN832628,Bath LLC,Supplier,35UL640749,Harini Sampath,contact@bathllc.com,9620538865,"21, Bumb, Malegaon 025688",070933009124,Net 45,16-09-2024,INR 19767024,2,04-11-2024,Bangalore
VEN265095,Muni-Singh,Service Provider,66AO402452,Radhika Kari,contact@muni-singh.com,9398155873,"90/93, Raman Path, Guna 115313",007670443528,Net 45,10-02-2024,INR 18583885,1,22-03-2024,Jhansi
VEN553925,Dewan-Johal,Consultant,62QQ798542,Ikbal Pandya,contact@dewan-johal.com,9165781331,"77/076, Sankaran Ganj, Bally 774943",935937553391,Net 45,17-12-2023,INR 20270988,3,11-08-2024,Kavali
VEN281799,Bedi-Lad,Consultant,38DJ297530,Vanya Trivedi,contact@bedi-lad.com,9174659373,"H.No. 665, Pillay Road, Kolhapur-019752",855555929432,Net 45,09-01-2025,INR 48283306,4,18-11-2024,Munger
VEN715809,"Amble, Chaudhry and Parikh",Contractor,66BW573207,Bhavya Majumdar,"contact@amble,chaudhryandparikh.com",9536510002,"H.No. 223, Shanker Road, Kolkata-983432",352571109755,Net 30,22-07-2024,INR 45101439,5,21-09-2024,Jehanabad
VEN006272,Ahluwalia and Sons,Consultant,08PW494663,Anvi Chanda,contact@ahluwaliaandsons.com,9037169815,"958, Sane Nagar, Panipat 925941",711414280012,Net 45,01-09-2024,INR 39086357,3,18-10-2024,Shimla
VEN405553,"Ghosh, Minhas and Thaman",Contractor,04IH225665,Bhavika Iyer,"contact@ghosh,minhasandthaman.com",9060141962,"H.No. 48, Chandra Road, Siwan 160958",105555101355,Advance,29-01-2025,INR 43142584,5,10-05-2024,South Dumdum
VEN280737,Rao-Dara,Supplier,25OJ849287,Maanas Uppal,contact@rao-dara.com,9482979589,"732, Korpal Chowk, Bhilai-525465",580904926137,Net 45,21-06-2024,INR 9962597,3,28-06-2024,Ramgarh
VEN458941,"Kalla, Mallick and Bakshi",Consultant,28TW767739,Sai Barad,"contact@kalla,mallickandbakshi.com",9962125988,"H.No. 743, Bains, Thane-369207",423169008935,Net 60,08-06-2024,INR 38621210,2,18-11-2024,Pudukkottai
VEN388988,"Pingle, Morar and Din",Service Provider,57DJ383797,Vedant Badal,"contact@pingle,moraranddin.com",9620360242,"73, Tata Ganj, Fatehpur-968262",541343873066,Advance,07-05-2023,INR 13618230,4,01-07-2024,Purnia
VEN395036,Johal-Mangal,Supplier,32JH575438,Liam Mutti,contact@johal-mangal.com,9244380567,"H.No. 89, Aggarwal Chowk, Tenali 469525",164371320430,Net 45,09-08-2024,INR 39143126,5,04-12-2024,Gangtok
VEN367380,"Raval, Dhillon and Bobal",Service Provider,09GN743877,Yashoda Goda,"contact@raval,dhillonandbobal.com",9661873635,"H.No. 66, Nagi, Delhi 912781",815533685196,Advance,09-01-2025,INR 45401829,1,10-08-2024,Jamshedpur
VEN229478,Rao LLC,Consultant,28GS839248,Aadi Chanda,contact@raollc.com,9226683061,"32/870, Tella Road, Ghaziabad 791265",931113425895,Advance,21-05-2024,INR 25708159,4,23-08-2024,Bihar Sharif
VEN681417,Chaudhry LLC,Supplier,76GD734767,Jhalak Mane,contact@chaudhryllc.com,9271153345,"05/829, Tailor, Panchkula 952843",766664393237,Advance,18-06-2024,INR 5753536,5,02-06-2024,Pudukkottai
VEN657830,"Gulati, Chowdhury and Taneja",Service Provider,52ND136150,Chakradev Bhargava,"contact@gulati,chowdhuryandtaneja.com",9214667624,"H.No. 721, Sanghvi Zila, Solapur 687830",087715110230,Net 30,02-05-2023,INR 9490047,3,25-09-2024,Darbhanga
VEN174310,"Narula, Lall and Malhotra",Supplier,78JX057128,Yashica Batra,"contact@narula,lallandmalhotra.com",9402748539,"261, Vig Marg, Mysore-271106",791343775479,Advance,28-02-2023,INR 34035191,1,10-08-2024,Hospet
VEN777149,"Ahuja, Thakkar and Raja",Consultant,74NR018475,Zayan Prakash,"contact@ahuja,thakkarandraja.com",9507465687,"18, Hayer Road, Ambattur 557234",030601235084,Advance,27-11-2024,INR 23929451,5,24-08-2024,Nanded
VEN619202,Kala-Mody,Contractor,28YN189506,Sudiksha Ravi,contact@kala-mody.com,9935125393,"49/85, Kibe Ganj, Aligarh 682558",307769610301,Net 45,21-04-2024,INR 31447420,1,25-12-2024,Guna
VEN308122,Merchant LLC,Contractor,84TD299903,Adweta Singh,contact@merchantllc.com,9266844147,"235, Choudhary Ganj, Ulhasnagar 680234",011451759346,Advance,25-04-2024,INR 15941747,5,07-11-2024,Sambhal
VEN302897,Sankar Group,Consultant,82YU346022,Ekta Merchant,contact@sankargroup.com,9706684536,"176, Raman Ganj, Giridih 122284",575097613276,Net 60,10-08-2023,INR 14674430,1,21-07-2024,Ramgarh
VEN596752,"Mandal, Sama and Lall",Consultant,66WF780785,Alka Bahri,"contact@mandal,samaandlall.com",9419829488,"H.No. 85, Sinha Nagar, Secunderabad-700508",775734411714,Net 30,14-11-2023,INR 961057,4,30-03-2024,Aizawl
VEN726754,Parmar and Sons,Contractor,02DE778881,Neel Prashad,contact@parmarandsons.com,9126327871,"36/007, Shenoy Nagar, Sultan Pur Majra-667780",981907406890,Net 30,28-04-2024,INR 15283036,1,06-03-2024,Surendranagar Dudhrej
VEN112636,Gokhale Ltd,Contractor,71JY725230,Hema Kapur,contact@gokhaleltd.com,9255712537,"61/060, Biswas Nagar, Bardhaman-524350",262367708760,Net 45,26-12-2023,INR 49450462,3,31-10-2024,Kottayam
VEN580965,Deshmukh Group,Consultant,96NC263292,Chasmum Garde,contact@deshmukhgroup.com,9939681623,"H.No. 474, Vig Marg, Sasaram-690163",241918433927,Net 30,13-10-2024,INR 39513102,4,11-10-2024,Bilaspur
VEN048864,"Bose, Kakar and Rai",Supplier,55IZ502529,Advay Chandran,"contact@bose,kakarandrai.com",9773901965,"600, Barad, Malda 454532",183912157097,Net 60,30-12-2024,INR 2184590,1,11-07-2024,Shimla
VEN482068,"Johal, Savant and Thaker",Supplier,80LP188488,Kamya Hayre,"contact@johal,savantandthaker.com",9146659242,"92, Date Nagar, Madhyamgram-952984",551674851627,Net 60,12-06-2024,INR 7974726,1,05-02-2025,Malda
VEN785809,Din-Chaudhary,Contractor,68TD310151,Bhavna Patla,contact@din-chaudhary.com,9149756576,"75/08, Gopal, Singrauli-848434",128479157768,Advance,18-10-2023,INR 23178885,5,31-10-2024,Malegaon
VEN488876,Mital-Salvi,Supplier,07WW537659,Upma Acharya,contact@mital-salvi.com,9138212605,"H.No. 52, Biswas Zila, Mahbubnagar 209158",556737980558,Net 60,08-06-2024,INR 20316806,3,07-05-2024,Bhalswa Jahangir Pur
VEN294501,"Varkey, Prashad and Ben",Consultant,19GV001507,Hemangini Walla,"contact@varkey,prashadandben.com",9849883331,"53/99, Singh Street, Sultan Pur Majra-289677",362633460347,Net 30,02-03-2023,INR 16661619,4,31-08-2024,Thiruvananthapuram
VEN376999,Wagle Group,Consultant,92CC512780,Gagan Mutti,contact@waglegroup.com,9253649490,"H.No. 631, Iyer Marg, Saharanpur 212782",147393295473,Advance,08-08-2023,INR 7369954,5,26-02-2024,Yamunanagar
VEN048304,"Pant, Sibal and Gade",Consultant,90UI356712,Odika Kaur,"contact@pant,sibalandgade.com",9265506140,"49/289, Ghosh Circle, Bettiah-930582",161948318791,Advance,29-08-2024,INR 24492983,3,17-06-2024,Mangalore
VEN564074,Dhaliwal Inc,Supplier,24FK386727,Manya Bala,contact@dhaliwalinc.com,9463312527,"H.No. 34, Bala Chowk, Dindigul 837754",830571490236,Net 30,20-11-2023,INR 37359076,4,07-06-2024,Bulandshahr
VEN265674,Chakraborty-Saran,Service Provider,63NW087681,Lakshit Walia,contact@chakraborty-saran.com,9890073681,"90, Dhar Marg, Sagar-863175",940377459065,Advance,16-07-2024,INR 20357646,5,22-07-2024,Phagwara
VEN727715,Devi-Seshadri,Consultant,94XM312949,Mason Gade,contact@devi-seshadri.com,9345183287,"54/329, Sarin Chowk, Tumkur 352879",424160958233,Net 30,12-08-2023,INR 37288806,5,07-12-2024,Narasaraopet
VEN909754,Vyas-Rajagopalan,Service Provider,70WB532571,Harita Kuruvilla,contact@vyas-rajagopalan.com,9748296049,"35/085, Prakash Zila, Chittoor-022107",558439532342,Net 30,03-10-2024,INR 4995285,4,06-10-2024,Kochi
VEN969709,Sastry LLC,Supplier,51SF546484,Lakshmi Lall,contact@sastryllc.com,9714586633,"22/64, Kaul Path, Muzaffarpur 424387",279337697709,Net 30,19-06-2024,INR 8812230,3,27-01-2025,Hindupur
VEN817410,"Mital, Ravel and Seth",Service Provider,71AR772590,Peter Yogi,"contact@mital,ravelandseth.com",9633592157,"H.No. 02, Sinha Ganj, Khammam-642593",405408818889,Advance,07-04-2024,INR 4913825,2,25-06-2024,Hyderabad
VEN507775,Grover-Handa,Service Provider,63XG132601,Yashoda Vora,contact@grover-handa.com,9140991405,"13/417, Bail Nagar, Chandrapur 992433",469085176438,Net 45,24-08-2024,INR 18595111,3,16-04-2024,Aizawl
VEN662952,"Warrior, Karpe and Chadha",Supplier,55UO229024,Anjali Anand,"contact@warrior,karpeandchadha.com",9843409651,"38, Sanghvi Marg, Bally 264784",881274394087,Advance,07-08-2023,INR 36885931,1,17-12-2024,Khammam
VEN848468,"Mitra, Issac and Chaudry",Consultant,94NS086096,Advika Varma,"contact@mitra,issacandchaudry.com",9462220403,"08/407, Randhawa Chowk, Bidar-659080",720576783877,Net 30,09-01-2025,INR 44190883,3,17-04-2024,Agartala
VEN057246,"Lad, Krishnan and Wadhwa",Service Provider,96ZE439539,Xavier Dara,"contact@lad,krishnanandwadhwa.com",9166546652,"H.No. 343, Nanda Path, Hyderabad-660454",346173084310,Net 45,24-09-2024,INR 31910523,3,29-11-2024,Allahabad
VEN464914,"Sodhi, Thaker and Trivedi",Service Provider,56PH967876,Ikbal Sathe,"contact@sodhi,thakerandtrivedi.com",9838736188,"023, Sandhu Chowk, Bhilai 047564",980030916224,Net 60,17-02-2025,INR 27948565,3,04-07-2024,Gudivada
